dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1882-06-01,13.753,1.539,Coquimbo,Chile,29.74S,72.00W
1882-07-01,13.378,1.0,Coquimbo,Chile,29.74S,72.00W
1882-08-01,14.037,1.5,Coquimbo,Chile,29.74S,72.00W
1882-09-01,14.345999999999998,2.397,Coquimbo,Chile,29.74S,72.00W
1882-10-01,13.186,0.836,Coquimbo,Chile,29.74S,72.00W
1882-11-01,12.72,1.638,Coquimbo,Chile,29.74S,72.00W
1882-12-01,12.783,0.802,Coquimbo,Chile,29.74S,72.00W
1883-01-01,15.265,2.141,Coquimbo,Chile,29.74S,72.00W
1883-02-01,15.54,0.926,Coquimbo,Chile,29.74S,72.00W
1883-03-01,15.094000000000001,1.956,Coquimbo,Chile,29.74S,72.00W
1883-04-01,13.712,1.18,Coquimbo,Chile,29.74S,72.00W
1883-05-01,14.033,2.305,Coquimbo,Chile,29.74S,72.00W
1883-06-01,14.065999999999999,0.91,Coquimbo,Chile,29.74S,72.00W
1883-07-01,12.827,1.287,Coquimbo,Chile,29.74S,72.00W
1883-08-01,13.034,1.42,Coquimbo,Chile,29.74S,72.00W
1883-09-01,12.678999999999998,1.548,Coquimbo,Chile,29.74S,72.00W
1883-10-01,12.353,1.278,Coquimbo,Chile,29.74S,72.00W
1883-11-01,12.841,2.253,Coquimbo,Chile,29.74S,72.00W
1883-12-01,14.043,1.52,Coquimbo,Chile,29.74S,72.00W
1884-01-01,16.567,1.348,Coquimbo,Chile,29.74S,72.00W
1884-02-01,15.372,0.93,Coquimbo,Chile,29.74S,72.00W
1884-03-01,14.591,1.143,Coquimbo,Chile,29.74S,72.00W
1884-04-01,14.757,1.256,Coquimbo,Chile,29.74S,72.00W
1884-05-01,12.887,1.98,Coquimbo,Chile,29.74S,72.00W
1884-06-01,12.812999999999999,1.335,Coquimbo,Chile,29.74S,72.00W
1884-07-01,13.731,2.356,Coquimbo,Chile,29.74S,72.00W
1884-08-01,15.372,1.492,Coquimbo,Chile,29.74S,72.00W
1884-09-01,12.015999999999998,0.96,Coquimbo,Chile,29.74S,72.00W
1884-10-01,11.646999999999998,1.255,Coquimbo,Chile,29.74S,72.00W
1884-11-01,11.9,1.409,Coquimbo,Chile,29.74S,72.00W
1884-12-01,13.165,1.329,Coquimbo,Chile,29.74S,72.00W
1885-01-01,14.306,1.517,Coquimbo,Chile,29.74S,72.00W
1885-02-01,14.957,1.3730000000000002,Coquimbo,Chile,29.74S,72.00W
1885-03-01,14.743,0.852,Coquimbo,Chile,29.74S,72.00W
1885-04-01,12.338,1.189,Coquimbo,Chile,29.74S,72.00W
1885-05-01,13.155,1.046,Coquimbo,Chile,29.74S,72.00W
1885-06-01,13.652,1.152,Coquimbo,Chile,29.74S,72.00W
1885-07-01,12.764,0.852,Coquimbo,Chile,29.74S,72.00W
1885-08-01,13.415,1.134,Coquimbo,Chile,29.74S,72.00W
1885-09-01,13.752,1.08,Coquimbo,Chile,29.74S,72.00W
1885-10-01,11.92,0.965,Coquimbo,Chile,29.74S,72.00W
1885-11-01,13.571000000000002,1.207,Coquimbo,Chile,29.74S,72.00W
1885-12-01,12.951,1.909,Coquimbo,Chile,29.74S,72.00W
1886-01-01,15.262,2.047,Coquimbo,Chile,29.74S,72.00W
1886-02-01,15.815,1.982,Coquimbo,Chile,29.74S,72.00W
1886-03-01,15.54,0.67,Coquimbo,Chile,29.74S,72.00W
1886-04-01,14.130999999999998,0.7090000000000001,Coquimbo,Chile,29.74S,72.00W
1886-05-01,13.947000000000001,0.603,Coquimbo,Chile,29.74S,72.00W
1886-06-01,13.225999999999999,0.7,Coquimbo,Chile,29.74S,72.00W
1886-07-01,12.746,1.47,Coquimbo,Chile,29.74S,72.00W
1886-08-01,12.472,1.358,Coquimbo,Chile,29.74S,72.00W
1886-09-01,12.050999999999998,1.446,Coquimbo,Chile,29.74S,72.00W
1886-10-01,12.046,1.319,Coquimbo,Chile,29.74S,72.00W
1886-11-01,12.964,1.156,Coquimbo,Chile,29.74S,72.00W
1886-12-01,14.321,1.484,Coquimbo,Chile,29.74S,72.00W
1887-01-01,14.672,1.001,Coquimbo,Chile,29.74S,72.00W
1887-02-01,15.174,1.509,Coquimbo,Chile,29.74S,72.00W
1887-03-01,15.235,1.169,Coquimbo,Chile,29.74S,72.00W
1887-04-01,14.31,0.981,Coquimbo,Chile,29.74S,72.00W
1887-05-01,14.286,1.093,Coquimbo,Chile,29.74S,72.00W
1887-06-01,15.352,1.209,Coquimbo,Chile,29.74S,72.00W
1887-07-01,14.520999999999999,1.241,Coquimbo,Chile,29.74S,72.00W
1887-08-01,15.05,1.024,Coquimbo,Chile,29.74S,72.00W
1887-09-01,13.003,1.317,Coquimbo,Chile,29.74S,72.00W
1887-10-01,11.944,0.914,Coquimbo,Chile,29.74S,72.00W
1887-11-01,12.707,1.227,Coquimbo,Chile,29.74S,72.00W
1887-12-01,13.098,1.013,Coquimbo,Chile,29.74S,72.00W
1888-01-01,15.924,1.898,Coquimbo,Chile,29.74S,72.00W
1888-02-01,16.209,1.159,Coquimbo,Chile,29.74S,72.00W
1888-03-01,15.259,1.097,Coquimbo,Chile,29.74S,72.00W
1888-04-01,15.029000000000002,1.056,Coquimbo,Chile,29.74S,72.00W
1888-05-01,13.946000000000002,1.061,Coquimbo,Chile,29.74S,72.00W
1888-06-01,13.527,2.501,Coquimbo,Chile,29.74S,72.00W
1888-07-01,15.048,1.499,Coquimbo,Chile,29.74S,72.00W
1888-08-01,13.845999999999998,1.159,Coquimbo,Chile,29.74S,72.00W
1888-09-01,13.995,2.231,Coquimbo,Chile,29.74S,72.00W
1888-10-01,11.422,1.5730000000000002,Coquimbo,Chile,29.74S,72.00W
1888-11-01,13.18,1.254,Coquimbo,Chile,29.74S,72.00W
1888-12-01,14.249,1.1,Coquimbo,Chile,29.74S,72.00W
1889-01-01,13.88,1.104,Coquimbo,Chile,29.74S,72.00W
1889-02-01,14.919,1.078,Coquimbo,Chile,29.74S,72.00W
1889-03-01,15.018,1.234,Coquimbo,Chile,29.74S,72.00W
1889-04-01,13.219,1.209,Coquimbo,Chile,29.74S,72.00W
1889-05-01,14.36,0.97,Coquimbo,Chile,29.74S,72.00W
1889-06-01,14.424,0.95,Coquimbo,Chile,29.74S,72.00W
1889-07-01,13.716,1.021,Coquimbo,Chile,29.74S,72.00W
1889-08-01,11.967,1.0590000000000002,Coquimbo,Chile,29.74S,72.00W
1889-09-01,12.219,0.955,Coquimbo,Chile,29.74S,72.00W
1889-10-01,12.017,0.83,Coquimbo,Chile,29.74S,72.00W
1889-11-01,10.976,1.98,Coquimbo,Chile,29.74S,72.00W
1889-12-01,13.136,1.288,Coquimbo,Chile,29.74S,72.00W
1890-01-01,14.445,1.176,Coquimbo,Chile,29.74S,72.00W
1890-02-01,15.402999999999999,1.306,Coquimbo,Chile,29.74S,72.00W
1890-03-01,14.467,1.406,Coquimbo,Chile,29.74S,72.00W
1890-04-01,15.339,1.0659999999999998,Coquimbo,Chile,29.74S,72.00W
1890-05-01,13.671,1.058,Coquimbo,Chile,29.74S,72.00W
1890-06-01,13.776,1.22,Coquimbo,Chile,29.74S,72.00W
1890-07-01,13.556,2.221,Coquimbo,Chile,29.74S,72.00W
1890-08-01,12.075999999999999,1.114,Coquimbo,Chile,29.74S,72.00W
1890-09-01,12.079999999999998,1.578,Coquimbo,Chile,29.74S,72.00W
1890-10-01,12.296,0.902,Coquimbo,Chile,29.74S,72.00W
1890-11-01,13.781,1.294,Coquimbo,Chile,29.74S,72.00W
1890-12-01,14.466,1.144,Coquimbo,Chile,29.74S,72.00W
1891-01-01,14.375,1.172,Coquimbo,Chile,29.74S,72.00W
1891-02-01,16.509,2.234,Coquimbo,Chile,29.74S,72.00W
1891-03-01,15.598,1.116,Coquimbo,Chile,29.74S,72.00W
1891-04-01,14.887,2.234,Coquimbo,Chile,29.74S,72.00W
1891-05-01,14.874,1.881,Coquimbo,Chile,29.74S,72.00W
1891-06-01,14.878,1.235,Coquimbo,Chile,29.74S,72.00W
1891-07-01,13.939,1.769,Coquimbo,Chile,29.74S,72.00W
1891-08-01,14.047,1.7519999999999998,Coquimbo,Chile,29.74S,72.00W
1891-09-01,13.374,2.381,Coquimbo,Chile,29.74S,72.00W
1891-10-01,11.583,1.098,Coquimbo,Chile,29.74S,72.00W
1891-11-01,12.376,1.018,Coquimbo,Chile,29.74S,72.00W
1891-12-01,12.877,1.181,Coquimbo,Chile,29.74S,72.00W
1892-01-01,15.477,2.206,Coquimbo,Chile,29.74S,72.00W
1892-02-01,16.282,0.963,Coquimbo,Chile,29.74S,72.00W
1892-03-01,14.925,1.344,Coquimbo,Chile,29.74S,72.00W
1892-04-01,14.056,1.002,Coquimbo,Chile,29.74S,72.00W
1892-05-01,13.61,0.997,Coquimbo,Chile,29.74S,72.00W
1892-06-01,13.030999999999999,1.028,Coquimbo,Chile,29.74S,72.00W
1892-07-01,13.693,1.38,Coquimbo,Chile,29.74S,72.00W
1892-08-01,12.149,1.019,Coquimbo,Chile,29.74S,72.00W
1892-09-01,12.312999999999999,1.125,Coquimbo,Chile,29.74S,72.00W
1892-10-01,11.69,1.385,Coquimbo,Chile,29.74S,72.00W
1892-11-01,12.718,1.491,Coquimbo,Chile,29.74S,72.00W
1892-12-01,13.736,1.108,Coquimbo,Chile,29.74S,72.00W
1893-01-01,14.858,1.991,Coquimbo,Chile,29.74S,72.00W
1893-02-01,15.308,1.888,Coquimbo,Chile,29.74S,72.00W
1893-03-01,15.595999999999998,0.919,Coquimbo,Chile,29.74S,72.00W
1893-04-01,13.968,0.8109999999999999,Coquimbo,Chile,29.74S,72.00W
1893-05-01,13.696000000000002,0.901,Coquimbo,Chile,29.74S,72.00W
1893-06-01,12.462,1.2919999999999998,Coquimbo,Chile,29.74S,72.00W
1893-07-01,14.819,0.962,Coquimbo,Chile,29.74S,72.00W
1893-08-01,12.152999999999999,0.948,Coquimbo,Chile,29.74S,72.00W
1893-09-01,11.671,1.325,Coquimbo,Chile,29.74S,72.00W
1893-10-01,11.795,1.21,Coquimbo,Chile,29.74S,72.00W
1893-11-01,12.355,0.979,Coquimbo,Chile,29.74S,72.00W
1893-12-01,14.866,1.144,Coquimbo,Chile,29.74S,72.00W
1894-01-01,15.067,1.429,Coquimbo,Chile,29.74S,72.00W
1894-02-01,16.242,1.091,Coquimbo,Chile,29.74S,72.00W
1894-03-01,15.151,1.739,Coquimbo,Chile,29.74S,72.00W
1894-04-01,14.632,1.891,Coquimbo,Chile,29.74S,72.00W
1894-05-01,15.133,0.957,Coquimbo,Chile,29.74S,72.00W
1894-06-01,14.185,1.421,Coquimbo,Chile,29.74S,72.00W
1894-07-01,13.875,0.949,Coquimbo,Chile,29.74S,72.00W
1894-08-01,12.622,1.23,Coquimbo,Chile,29.74S,72.00W
1894-09-01,11.843,0.968,Coquimbo,Chile,29.74S,72.00W
1894-10-01,11.764,1.131,Coquimbo,Chile,29.74S,72.00W
1894-11-01,12.952000000000002,0.897,Coquimbo,Chile,29.74S,72.00W
1894-12-01,14.091,1.231,Coquimbo,Chile,29.74S,72.00W
1895-01-01,14.154000000000002,1.806,Coquimbo,Chile,29.74S,72.00W
1895-02-01,15.665999999999999,1.027,Coquimbo,Chile,29.74S,72.00W
1895-03-01,15.088,1.666,Coquimbo,Chile,29.74S,72.00W
1895-04-01,14.562,1.668,Coquimbo,Chile,29.74S,72.00W
1895-05-01,14.508,1.074,Coquimbo,Chile,29.74S,72.00W
1895-06-01,15.335,1.634,Coquimbo,Chile,29.74S,72.00W
1895-07-01,15.265999999999998,1.088,Coquimbo,Chile,29.74S,72.00W
1895-08-01,14.113,1.002,Coquimbo,Chile,29.74S,72.00W
1895-09-01,12.893999999999998,1.029,Coquimbo,Chile,29.74S,72.00W
1895-10-01,11.982,0.8490000000000001,Coquimbo,Chile,29.74S,72.00W
1895-11-01,12.5,1.236,Coquimbo,Chile,29.74S,72.00W
1895-12-01,13.827,1.039,Coquimbo,Chile,29.74S,72.00W
1896-01-01,15.109000000000002,0.957,Coquimbo,Chile,29.74S,72.00W
1896-02-01,15.722,0.944,Coquimbo,Chile,29.74S,72.00W
1896-03-01,15.187000000000001,0.905,Coquimbo,Chile,29.74S,72.00W
1896-04-01,14.451,1.096,Coquimbo,Chile,29.74S,72.00W
1896-05-01,15.886,1.182,Coquimbo,Chile,29.74S,72.00W
1896-06-01,15.45,2.885,Coquimbo,Chile,29.74S,72.00W
1896-07-01,16.293,1.081,Coquimbo,Chile,29.74S,72.00W
1896-08-01,15.842,0.993,Coquimbo,Chile,29.74S,72.00W
1896-09-01,13.649,1.1740000000000002,Coquimbo,Chile,29.74S,72.00W
1896-10-01,12.894,0.887,Coquimbo,Chile,29.74S,72.00W
1896-11-01,12.941,0.919,Coquimbo,Chile,29.74S,72.00W
1896-12-01,13.927,1.274,Coquimbo,Chile,29.74S,72.00W
1897-01-01,14.5,1.256,Coquimbo,Chile,29.74S,72.00W
1897-02-01,16.192,1.0490000000000002,Coquimbo,Chile,29.74S,72.00W
1897-03-01,16.514,1.007,Coquimbo,Chile,29.74S,72.00W
1897-04-01,15.419,1.088,Coquimbo,Chile,29.74S,72.00W
1897-05-01,15.425999999999998,1.222,Coquimbo,Chile,29.74S,72.00W
1897-06-01,15.172,1.507,Coquimbo,Chile,29.74S,72.00W
1897-07-01,13.818,2.042,Coquimbo,Chile,29.74S,72.00W
1897-08-01,12.537999999999998,1.008,Coquimbo,Chile,29.74S,72.00W
1897-09-01,12.687999999999999,1.375,Coquimbo,Chile,29.74S,72.00W
1897-10-01,12.735,1.594,Coquimbo,Chile,29.74S,72.00W
1897-11-01,12.613,1.043,Coquimbo,Chile,29.74S,72.00W
1897-12-01,13.916,1.276,Coquimbo,Chile,29.74S,72.00W
1898-01-01,15.576,1.14,Coquimbo,Chile,29.74S,72.00W
1898-02-01,15.753,1.426,Coquimbo,Chile,29.74S,72.00W
1898-03-01,14.404000000000002,1.226,Coquimbo,Chile,29.74S,72.00W
1898-04-01,13.566,0.8290000000000001,Coquimbo,Chile,29.74S,72.00W
1898-05-01,14.459000000000001,1.26,Coquimbo,Chile,29.74S,72.00W
1898-06-01,15.704,1.271,Coquimbo,Chile,29.74S,72.00W
1898-07-01,13.42,1.018,Coquimbo,Chile,29.74S,72.00W
1898-08-01,12.213,0.8,Coquimbo,Chile,29.74S,72.00W
1898-09-01,11.825999999999999,0.8190000000000001,Coquimbo,Chile,29.74S,72.00W
1898-10-01,11.530999999999999,1.554,Coquimbo,Chile,29.74S,72.00W
1898-11-01,11.413,0.867,Coquimbo,Chile,29.74S,72.00W
1898-12-01,13.811,0.95,Coquimbo,Chile,29.74S,72.00W
1899-01-01,15.383,0.8690000000000001,Coquimbo,Chile,29.74S,72.00W
1899-02-01,15.661,0.5760000000000001,Coquimbo,Chile,29.74S,72.00W
1899-03-01,16.414,0.659,Coquimbo,Chile,29.74S,72.00W
1899-04-01,16.205,1.036,Coquimbo,Chile,29.74S,72.00W
1899-05-01,15.51,1.604,Coquimbo,Chile,29.74S,72.00W
1899-06-01,14.747,1.293,Coquimbo,Chile,29.74S,72.00W
1899-07-01,15.757,1.011,Coquimbo,Chile,29.74S,72.00W
1899-08-01,14.187999999999999,1.32,Coquimbo,Chile,29.74S,72.00W
1899-09-01,13.454,1.214,Coquimbo,Chile,29.74S,72.00W
1899-10-01,11.947,0.778,Coquimbo,Chile,29.74S,72.00W
1899-11-01,12.629000000000001,0.5670000000000001,Coquimbo,Chile,29.74S,72.00W
1899-12-01,14.287,0.979,Coquimbo,Chile,29.74S,72.00W
1900-01-01,15.582,0.565,Coquimbo,Chile,29.74S,72.00W
1900-02-01,16.331,0.7070000000000001,Coquimbo,Chile,29.74S,72.00W
1900-03-01,16.425,0.435,Coquimbo,Chile,29.74S,72.00W
1900-04-01,14.544,1.107,Coquimbo,Chile,29.74S,72.00W
1900-05-01,15.584000000000001,0.846,Coquimbo,Chile,29.74S,72.00W
1900-06-01,15.724,0.682,Coquimbo,Chile,29.74S,72.00W
1900-07-01,15.588,1.037,Coquimbo,Chile,29.74S,72.00W
1900-08-01,14.09,0.6409999999999999,Coquimbo,Chile,29.74S,72.00W
1900-09-01,13.363,0.603,Coquimbo,Chile,29.74S,72.00W
1900-10-01,11.844,0.609,Coquimbo,Chile,29.74S,72.00W
1900-11-01,12.943,1.088,Coquimbo,Chile,29.74S,72.00W
1900-12-01,13.465,0.7120000000000001,Coquimbo,Chile,29.74S,72.00W
1901-01-01,15.357000000000001,0.5489999999999999,Coquimbo,Chile,29.74S,72.00W
1901-02-01,16.125,0.767,Coquimbo,Chile,29.74S,72.00W
1901-03-01,14.165,0.519,Coquimbo,Chile,29.74S,72.00W
1901-04-01,13.508,0.665,Coquimbo,Chile,29.74S,72.00W
1901-05-01,13.544,0.4370000000000001,Coquimbo,Chile,29.74S,72.00W
1901-06-01,15.152999999999999,0.545,Coquimbo,Chile,29.74S,72.00W
1901-07-01,14.081,0.504,Coquimbo,Chile,29.74S,72.00W
1901-08-01,13.502999999999998,0.343,Coquimbo,Chile,29.74S,72.00W
1901-09-01,13.435,0.336,Coquimbo,Chile,29.74S,72.00W
1901-10-01,12.293,0.353,Coquimbo,Chile,29.74S,72.00W
1901-11-01,13.220999999999998,0.51,Coquimbo,Chile,29.74S,72.00W
1901-12-01,14.414,0.46,Coquimbo,Chile,29.74S,72.00W
1902-01-01,16.16,1.018,Coquimbo,Chile,29.74S,72.00W
1902-02-01,17.048,0.574,Coquimbo,Chile,29.74S,72.00W
1902-03-01,16.35,1.167,Coquimbo,Chile,29.74S,72.00W
1902-04-01,15.966,0.334,Coquimbo,Chile,29.74S,72.00W
1902-05-01,15.829,0.401,Coquimbo,Chile,29.74S,72.00W
1902-06-01,14.853,0.494,Coquimbo,Chile,29.74S,72.00W
1902-07-01,14.198,0.4270000000000001,Coquimbo,Chile,29.74S,72.00W
1902-08-01,11.743,0.273,Coquimbo,Chile,29.74S,72.00W
1902-09-01,12.423,0.302,Coquimbo,Chile,29.74S,72.00W
1902-10-01,12.335999999999999,0.277,Coquimbo,Chile,29.74S,72.00W
1902-11-01,12.911,0.457,Coquimbo,Chile,29.74S,72.00W
1902-12-01,13.984000000000002,0.7709999999999999,Coquimbo,Chile,29.74S,72.00W
1903-01-01,15.757,0.807,Coquimbo,Chile,29.74S,72.00W
1903-02-01,15.375,0.701,Coquimbo,Chile,29.74S,72.00W
1903-03-01,15.913,0.376,Coquimbo,Chile,29.74S,72.00W
1903-04-01,14.497,0.502,Coquimbo,Chile,29.74S,72.00W
1903-05-01,14.577,0.52,Coquimbo,Chile,29.74S,72.00W
1903-06-01,14.292,0.606,Coquimbo,Chile,29.74S,72.00W
1903-07-01,13.393,0.5660000000000001,Coquimbo,Chile,29.74S,72.00W
1903-08-01,13.047,0.6759999999999999,Coquimbo,Chile,29.74S,72.00W
1903-09-01,12.424,0.674,Coquimbo,Chile,29.74S,72.00W
1903-10-01,12.109000000000002,0.66,Coquimbo,Chile,29.74S,72.00W
1903-11-01,12.979000000000001,0.823,Coquimbo,Chile,29.74S,72.00W
1903-12-01,13.559000000000001,0.835,Coquimbo,Chile,29.74S,72.00W
1904-01-01,15.359000000000002,1.216,Coquimbo,Chile,29.74S,72.00W
1904-02-01,15.157,0.862,Coquimbo,Chile,29.74S,72.00W
1904-03-01,14.652000000000001,0.5529999999999999,Coquimbo,Chile,29.74S,72.00W
1904-04-01,14.517,0.422,Coquimbo,Chile,29.74S,72.00W
1904-05-01,15.658,0.355,Coquimbo,Chile,29.74S,72.00W
1904-06-01,15.107,0.517,Coquimbo,Chile,29.74S,72.00W
1904-07-01,15.669,1.094,Coquimbo,Chile,29.74S,72.00W
1904-08-01,14.432,1.108,Coquimbo,Chile,29.74S,72.00W
1904-09-01,13.622,0.644,Coquimbo,Chile,29.74S,72.00W
1904-10-01,12.555,0.616,Coquimbo,Chile,29.74S,72.00W
1904-11-01,12.823,0.45,Coquimbo,Chile,29.74S,72.00W
1904-12-01,14.026,0.63,Coquimbo,Chile,29.74S,72.00W
1905-01-01,15.508,0.797,Coquimbo,Chile,29.74S,72.00W
1905-02-01,15.922,0.632,Coquimbo,Chile,29.74S,72.00W
1905-03-01,16.533,0.27,Coquimbo,Chile,29.74S,72.00W
1905-04-01,15.474,0.82,Coquimbo,Chile,29.74S,72.00W
1905-05-01,16.313000000000002,1.3230000000000002,Coquimbo,Chile,29.74S,72.00W
1905-06-01,15.538,0.503,Coquimbo,Chile,29.74S,72.00W
1905-07-01,15.186,0.5710000000000001,Coquimbo,Chile,29.74S,72.00W
1905-08-01,13.686,0.525,Coquimbo,Chile,29.74S,72.00W
1905-09-01,13.645999999999999,1.067,Coquimbo,Chile,29.74S,72.00W
1905-10-01,12.923,0.858,Coquimbo,Chile,29.74S,72.00W
1905-11-01,13.154000000000002,0.472,Coquimbo,Chile,29.74S,72.00W
1905-12-01,13.339,0.8590000000000001,Coquimbo,Chile,29.74S,72.00W
1906-01-01,15.534,0.674,Coquimbo,Chile,29.74S,72.00W
1906-02-01,17.819000000000006,0.6,Coquimbo,Chile,29.74S,72.00W
1906-03-01,16.61,0.419,Coquimbo,Chile,29.74S,72.00W
1906-04-01,15.691,0.34600000000000003,Coquimbo,Chile,29.74S,72.00W
1906-05-01,14.985,0.616,Coquimbo,Chile,29.74S,72.00W
1906-06-01,14.152,0.467,Coquimbo,Chile,29.74S,72.00W
1906-07-01,13.219,0.4370000000000001,Coquimbo,Chile,29.74S,72.00W
1906-08-01,12.856,0.24,Coquimbo,Chile,29.74S,72.00W
1906-09-01,12.52,0.276,Coquimbo,Chile,29.74S,72.00W
1906-10-01,12.513,0.228,Coquimbo,Chile,29.74S,72.00W
1906-11-01,13.102,0.438,Coquimbo,Chile,29.74S,72.00W
1906-12-01,14.024000000000001,1.008,Coquimbo,Chile,29.74S,72.00W
1907-01-01,14.948,0.753,Coquimbo,Chile,29.74S,72.00W
1907-02-01,15.724,0.5579999999999999,Coquimbo,Chile,29.74S,72.00W
1907-03-01,14.894,0.478,Coquimbo,Chile,29.74S,72.00W
1907-04-01,13.778,0.34700000000000003,Coquimbo,Chile,29.74S,72.00W
1907-05-01,14.157,0.423,Coquimbo,Chile,29.74S,72.00W
1907-06-01,14.276,0.505,Coquimbo,Chile,29.74S,72.00W
1907-07-01,13.67,0.482,Coquimbo,Chile,29.74S,72.00W
1907-08-01,13.143999999999998,0.336,Coquimbo,Chile,29.74S,72.00W
1907-09-01,12.488,0.385,Coquimbo,Chile,29.74S,72.00W
1907-10-01,12.392999999999999,0.33,Coquimbo,Chile,29.74S,72.00W
1907-11-01,13.001,0.31,Coquimbo,Chile,29.74S,72.00W
1907-12-01,13.984000000000002,0.518,Coquimbo,Chile,29.74S,72.00W
1908-01-01,15.443,0.63,Coquimbo,Chile,29.74S,72.00W
1908-02-01,15.847,0.634,Coquimbo,Chile,29.74S,72.00W
1908-03-01,16.79,0.421,Coquimbo,Chile,29.74S,72.00W
1908-04-01,15.104,0.369,Coquimbo,Chile,29.74S,72.00W
1908-05-01,15.048,0.397,Coquimbo,Chile,29.74S,72.00W
1908-06-01,14.627,0.5539999999999999,Coquimbo,Chile,29.74S,72.00W
1908-07-01,15.1,0.472,Coquimbo,Chile,29.74S,72.00W
1908-08-01,13.412999999999998,0.331,Coquimbo,Chile,29.74S,72.00W
1908-09-01,12.462,0.42,Coquimbo,Chile,29.74S,72.00W
1908-10-01,11.913,0.441,Coquimbo,Chile,29.74S,72.00W
1908-11-01,11.965,0.471,Coquimbo,Chile,29.74S,72.00W
1908-12-01,13.487,0.8220000000000001,Coquimbo,Chile,29.74S,72.00W
1909-01-01,15.247,0.458,Coquimbo,Chile,29.74S,72.00W
1909-02-01,14.479,0.52,Coquimbo,Chile,29.74S,72.00W
1909-03-01,15.147,0.43,Coquimbo,Chile,29.74S,72.00W
1909-04-01,14.79,0.515,Coquimbo,Chile,29.74S,72.00W
1909-05-01,14.785,0.46,Coquimbo,Chile,29.74S,72.00W
1909-06-01,14.674,0.665,Coquimbo,Chile,29.74S,72.00W
1909-07-01,13.24,0.473,Coquimbo,Chile,29.74S,72.00W
1909-08-01,12.829,0.277,Coquimbo,Chile,29.74S,72.00W
1909-09-01,12.368,0.232,Coquimbo,Chile,29.74S,72.00W
1909-10-01,12.65,0.409,Coquimbo,Chile,29.74S,72.00W
1909-11-01,12.568,0.277,Coquimbo,Chile,29.74S,72.00W
1909-12-01,13.566,0.703,Coquimbo,Chile,29.74S,72.00W
1910-01-01,14.821,1.063,Coquimbo,Chile,29.74S,72.00W
1910-02-01,15.300999999999998,0.687,Coquimbo,Chile,29.74S,72.00W
1910-03-01,14.638000000000002,0.588,Coquimbo,Chile,29.74S,72.00W
1910-04-01,13.639,0.423,Coquimbo,Chile,29.74S,72.00W
1910-05-01,14.422,0.328,Coquimbo,Chile,29.74S,72.00W
1910-06-01,13.865,0.453,Coquimbo,Chile,29.74S,72.00W
1910-07-01,14.514,0.41,Coquimbo,Chile,29.74S,72.00W
1910-08-01,13.703,0.411,Coquimbo,Chile,29.74S,72.00W
1910-09-01,12.229,0.42,Coquimbo,Chile,29.74S,72.00W
1910-10-01,12.565999999999999,0.491,Coquimbo,Chile,29.74S,72.00W
1910-11-01,13.734000000000002,0.324,Coquimbo,Chile,29.74S,72.00W
1910-12-01,13.800999999999998,0.675,Coquimbo,Chile,29.74S,72.00W
1911-01-01,15.327,0.529,Coquimbo,Chile,29.74S,72.00W
1911-02-01,15.481,0.445,Coquimbo,Chile,29.74S,72.00W
1911-03-01,14.925999999999998,0.455,Coquimbo,Chile,29.74S,72.00W
1911-04-01,14.483,0.3720000000000001,Coquimbo,Chile,29.74S,72.00W
1911-05-01,15.606,0.54,Coquimbo,Chile,29.74S,72.00W
1911-06-01,14.687,0.455,Coquimbo,Chile,29.74S,72.00W
1911-07-01,14.29,0.359,Coquimbo,Chile,29.74S,72.00W
1911-08-01,12.909,0.511,Coquimbo,Chile,29.74S,72.00W
1911-09-01,12.373,0.5,Coquimbo,Chile,29.74S,72.00W
1911-10-01,12.187999999999999,0.378,Coquimbo,Chile,29.74S,72.00W
1911-11-01,13.739,0.48,Coquimbo,Chile,29.74S,72.00W
1911-12-01,14.379,0.6829999999999999,Coquimbo,Chile,29.74S,72.00W
1912-01-01,15.715,0.7140000000000001,Coquimbo,Chile,29.74S,72.00W
1912-02-01,16.528,0.521,Coquimbo,Chile,29.74S,72.00W
1912-03-01,16.441000000000006,0.431,Coquimbo,Chile,29.74S,72.00W
1912-04-01,14.968,0.516,Coquimbo,Chile,29.74S,72.00W
1912-05-01,14.845999999999998,0.473,Coquimbo,Chile,29.74S,72.00W
1912-06-01,14.963,0.468,Coquimbo,Chile,29.74S,72.00W
1912-07-01,13.642,0.297,Coquimbo,Chile,29.74S,72.00W
1912-08-01,13.992,0.6629999999999999,Coquimbo,Chile,29.74S,72.00W
1912-09-01,13.303999999999998,0.237,Coquimbo,Chile,29.74S,72.00W
1912-10-01,13.339,0.378,Coquimbo,Chile,29.74S,72.00W
1912-11-01,13.186000000000002,0.419,Coquimbo,Chile,29.74S,72.00W
1912-12-01,14.742,0.331,Coquimbo,Chile,29.74S,72.00W
1913-01-01,16.291,0.509,Coquimbo,Chile,29.74S,72.00W
1913-02-01,17.247,0.354,Coquimbo,Chile,29.74S,72.00W
1913-03-01,15.706,0.29100000000000004,Coquimbo,Chile,29.74S,72.00W
1913-04-01,15.46,0.343,Coquimbo,Chile,29.74S,72.00W
1913-05-01,15.112,0.28,Coquimbo,Chile,29.74S,72.00W
1913-06-01,15.100999999999999,0.349,Coquimbo,Chile,29.74S,72.00W
1913-07-01,15.443,0.547,Coquimbo,Chile,29.74S,72.00W
